"","state","district","category","type","date","crimes","total_population","total_gdp","lat","lon"
"252","Kelantan","All","property","break_in","2019-01-01",929,1883.8,51026.369,5.68010695454545,102.113649920455
"253","Kelantan","All","property","break_in","2020-01-01",626,1792.5,50333.378,5.68010695454545,102.113649920455
"254","Kelantan","All","property","break_in","2021-01-01",483,1812.3,51616.054,5.68010695454545,102.113649920455
"255","Kelantan","All","property","break_in","2022-01-01",472,1830.6,53947.423,5.68010695454545,102.113649920455
"256","Kelantan","All","property","break_in","2023-01-01",443,1859.8,55295.741,5.68010695454545,102.113649920455
"257","Kelantan","All","property","theft_other","2016-01-01",674,1796.7,44991.308,5.68010695454545,102.113649920455
"258","Kelantan","All","property","theft_other","2017-01-01",547,1829,47037.852,5.68010695454545,102.113649920455
"259","Kelantan","All","property","theft_other","2018-01-01",613,1860.5,48273.12,5.68010695454545,102.113649920455
"260","Kelantan","All","property","theft_other","2019-01-01",756,1883.8,51026.369,5.68010695454545,102.113649920455
"261","Kelantan","All","property","theft_other","2020-01-01",560,1792.5,50333.378,5.68010695454545,102.113649920455
"262","Kelantan","All","property","theft_other","2021-01-01",548,1812.3,51616.054,5.68010695454545,102.113649920455
"263","Kelantan","All","property","theft_other","2022-01-01",545,1830.6,53947.423,5.68010695454545,102.113649920455
"264","Kelantan","All","property","theft_other","2023-01-01",485,1859.8,55295.741,5.68010695454545,102.113649920455
"265","Kelantan","All","property","theft_vehicle_lorry","2016-01-01",90,1796.7,44991.308,5.68010695454545,102.113649920455
"266","Kelantan","All","property","theft_vehicle_lorry","2017-01-01",98,1829,47037.852,5.68010695454545,102.113649920455
"267","Kelantan","All","property","theft_vehicle_lorry","2018-01-01",64,1860.5,48273.12,5.68010695454545,102.113649920455
"268","Kelantan","All","property","theft_vehicle_lorry","2019-01-01",20,1883.8,51026.369,5.68010695454545,102.113649920455
"269","Kelantan","All","property","theft_vehicle_lorry","2020-01-01",14,1792.5,50333.378,5.68010695454545,102.113649920455
"270","Kelantan","All","property","theft_vehicle_lorry","2021-01-01",4,1812.3,51616.054,5.68010695454545,102.113649920455
"271","Kelantan","All","property","theft_vehicle_lorry","2022-01-01",18,1830.6,53947.423,5.68010695454545,102.113649920455
"272","Kelantan","All","property","theft_vehicle_lorry","2023-01-01",9,1859.8,55295.741,5.68010695454545,102.113649920455
"273","Kelantan","All","property","theft_vehicle_motorcar","2016-01-01",614,1796.7,44991.308,5.68010695454545,102.113649920455
"274","Kelantan","All","property","theft_vehicle_motorcar","2017-01-01",722,1829,47037.852,5.68010695454545,102.113649920455
"275","Kelantan","All","property","theft_vehicle_motorcar","2018-01-01",489,1860.5,48273.12,5.68010695454545,102.113649920455
"276","Kelantan","All","property","theft_vehicle_motorcar","2019-01-01",301,1883.8,51026.369,5.68010695454545,102.113649920455
"277","Kelantan","All","property","theft_vehicle_motorcar","2020-01-01",118,1792.5,50333.378,5.68010695454545,102.113649920455
"278","Kelantan","All","property","theft_vehicle_motorcar","2021-01-01",73,1812.3,51616.054,5.68010695454545,102.113649920455
"279","Kelantan","All","property","theft_vehicle_motorcar","2022-01-01",122,1830.6,53947.423,5.68010695454545,102.113649920455
"280","Kelantan","All","property","theft_vehicle_motorcar","2023-01-01",128,1859.8,55295.741,5.68010695454545,102.113649920455
"281","Kelantan","All","property","theft_vehicle_motorcycle","2016-01-01",1945,1796.7,44991.308,5.68010695454545,102.113649920455
"282","Kelantan","All","property","theft_vehicle_motorcycle","2017-01-01",1983,1829,47037.852,5.68010695454545,102.113649920455
"283","Kelantan","All","property","theft_vehicle_motorcycle","2018-01-01",1611,1860.5,48273.12,5.68010695454545,102.113649920455
"284","Kelantan","All","property","theft_vehicle_motorcycle","2019-01-01",1069,1883.8,51026.369,5.68010695454545,102.113649920455
"285","Kelantan","All","property","theft_vehicle_motorcycle","2020-01-01",709,1792.5,50333.378,5.68010695454545,102.113649920455
"286","Kelantan","All","property","theft_vehicle_motorcycle","2021-01-01",483,1812.3,51616.054,5.68010695454545,102.113649920455
"287","Kelantan","All","property","theft_vehicle_motorcycle","2022-01-01",601,1830.6,53947.423,5.68010695454545,102.113649920455
"288","Kelantan","All","property","theft_vehicle_motorcycle","2023-01-01",539,1859.8,55295.741,5.68010695454545,102.113649920455
"289","Melaka","All","assault","causing_injury","2016-01-01",193,901.1,75472.484,2.3346145,102.291386833333
"290","Melaka","All","assault","causing_injury","2017-01-01",176,913.1,81951.298,2.3346145,102.291386833333
"291","Melaka","All","assault","causing_injury","2018-01-01",198,922.4,84756.246,2.3346145,102.291386833333
"292","Melaka","All","assault","causing_injury","2019-01-01",164,928.4,87109.09,2.3346145,102.291386833333
"293","Melaka","All","assault","causing_injury","2020-01-01",149,998.4,82072.851,2.3346145,102.291386833333
"294","Melaka","All","assault","causing_injury","2021-01-01",170,1004.5,83690.587,2.3346145,102.291386833333
"295","Melaka","All","assault","causing_injury","2022-01-01",125,1008.6,91215.523,2.3346145,102.291386833333
"296","Melaka","All","assault","causing_injury","2023-01-01",108,1028.3,93889.907,2.3346145,102.291386833333
"297","Melaka","All","assault","murder","2016-01-01",13,901.1,75472.484,2.3346145,102.291386833333
"298","Melaka","All","assault","murder","2017-01-01",7,913.1,81951.298,2.3346145,102.291386833333
"299","Melaka","All","assault","murder","2018-01-01",13,922.4,84756.246,2.3346145,102.291386833333
"300","Melaka","All","assault","murder","2019-01-01",5,928.4,87109.09,2.3346145,102.291386833333
"301","Melaka","All","assault","murder","2020-01-01",6,998.4,82072.851,2.3346145,102.291386833333
"302","Melaka","All","assault","murder","2021-01-01",4,1004.5,83690.587,2.3346145,102.291386833333
"303","Melaka","All","assault","murder","2022-01-01",5,1008.6,91215.523,2.3346145,102.291386833333
"304","Melaka","All","assault","murder","2023-01-01",13,1028.3,93889.907,2.3346145,102.291386833333
"305","Melaka","All","assault","rape","2016-01-01",60,901.1,75472.484,2.3346145,102.291386833333
"306","Melaka","All","assault","rape","2017-01-01",69,913.1,81951.298,2.3346145,102.291386833333
"307","Melaka","All","assault","rape","2018-01-01",51,922.4,84756.246,2.3346145,102.291386833333
"308","Melaka","All","assault","rape","2019-01-01",22,928.4,87109.09,2.3346145,102.291386833333
"309","Melaka","All","assault","rape","2020-01-01",53,998.4,82072.851,2.3346145,102.291386833333
"310","Melaka","All","assault","rape","2021-01-01",41,1004.5,83690.587,2.3346145,102.291386833333
"311","Melaka","All","assault","rape","2022-01-01",59,1008.6,91215.523,2.3346145,102.291386833333
"312","Melaka","All","assault","rape","2023-01-01",76,1028.3,93889.907,2.3346145,102.291386833333
"313","Melaka","All","assault","robbery_gang_armed","2016-01-01",2,901.1,75472.484,2.3346145,102.291386833333
"314","Melaka","All","assault","robbery_gang_armed","2017-01-01",1,913.1,81951.298,2.3346145,102.291386833333
"315","Melaka","All","assault","robbery_gang_armed","2018-01-01",1,922.4,84756.246,2.3346145,102.291386833333
"316","Melaka","All","assault","robbery_gang_armed","2019-01-01",0,928.4,87109.09,2.3346145,102.291386833333
"317","Melaka","All","assault","robbery_gang_armed","2020-01-01",0,998.4,82072.851,2.3346145,102.291386833333
"318","Melaka","All","assault","robbery_gang_armed","2021-01-01",0,1004.5,83690.587,2.3346145,102.291386833333
"319","Melaka","All","assault","robbery_gang_armed","2022-01-01",1,1008.6,91215.523,2.3346145,102.291386833333
"320","Melaka","All","assault","robbery_gang_armed","2023-01-01",0,1028.3,93889.907,2.3346145,102.291386833333
"321","Melaka","All","assault","robbery_gang_unarmed","2016-01-01",610,901.1,75472.484,2.3346145,102.291386833333
"322","Melaka","All","assault","robbery_gang_unarmed","2017-01-01",349,913.1,81951.298,2.3346145,102.291386833333
"323","Melaka","All","assault","robbery_gang_unarmed","2018-01-01",175,922.4,84756.246,2.3346145,102.291386833333
"324","Melaka","All","assault","robbery_gang_unarmed","2019-01-01",151,928.4,87109.09,2.3346145,102.291386833333
"325","Melaka","All","assault","robbery_gang_unarmed","2020-01-01",77,998.4,82072.851,2.3346145,102.291386833333
"326","Melaka","All","assault","robbery_gang_unarmed","2021-01-01",44,1004.5,83690.587,2.3346145,102.291386833333
"327","Melaka","All","assault","robbery_gang_unarmed","2022-01-01",40,1008.6,91215.523,2.3346145,102.291386833333
"328","Melaka","All","assault","robbery_gang_unarmed","2023-01-01",74,1028.3,93889.907,2.3346145,102.291386833333
"329","Melaka","All","assault","robbery_solo_armed","2016-01-01",0,901.1,75472.484,2.3346145,102.291386833333
"330","Melaka","All","assault","robbery_solo_armed","2017-01-01",0,913.1,81951.298,2.3346145,102.291386833333
"331","Melaka","All","assault","robbery_solo_armed","2018-01-01",0,922.4,84756.246,2.3346145,102.291386833333
"332","Melaka","All","assault","robbery_solo_armed","2019-01-01",0,928.4,87109.09,2.3346145,102.291386833333
"333","Melaka","All","assault","robbery_solo_armed","2020-01-01",0,998.4,82072.851,2.3346145,102.291386833333
"334","Melaka","All","assault","robbery_solo_armed","2021-01-01",0,1004.5,83690.587,2.3346145,102.291386833333
"335","Melaka","All","assault","robbery_solo_armed","2022-01-01",0,1008.6,91215.523,2.3346145,102.291386833333
"336","Melaka","All","assault","robbery_solo_armed","2023-01-01",0,1028.3,93889.907,2.3346145,102.291386833333
"337","Melaka","All","assault","robbery_solo_unarmed","2016-01-01",276,901.1,75472.484,2.3346145,102.291386833333
"338","Melaka","All","assault","robbery_solo_unarmed","2017-01-01",240,913.1,81951.298,2.3346145,102.291386833333
"339","Melaka","All","assault","robbery_solo_unarmed","2018-01-01",183,922.4,84756.246,2.3346145,102.291386833333
"340","Melaka","All","assault","robbery_solo_unarmed","2019-01-01",118,928.4,87109.09,2.3346145,102.291386833333
"341","Melaka","All","assault","robbery_solo_unarmed","2020-01-01",81,998.4,82072.851,2.3346145,102.291386833333
"342","Melaka","All","assault","robbery_solo_unarmed","2021-01-01",52,1004.5,83690.587,2.3346145,102.291386833333
"343","Melaka","All","assault","robbery_solo_unarmed","2022-01-01",34,1008.6,91215.523,2.3346145,102.291386833333
"344","Melaka","All","assault","robbery_solo_unarmed","2023-01-01",39,1028.3,93889.907,2.3346145,102.291386833333
"345","Melaka","All","property","break_in","2016-01-01",544,901.1,75472.484,2.3346145,102.291386833333
"346","Melaka","All","property","break_in","2017-01-01",567,913.1,81951.298,2.3346145,102.291386833333
"347","Melaka","All","property","break_in","2018-01-01",591,922.4,84756.246,2.3346145,102.291386833333
"348","Melaka","All","property","break_in","2019-01-01",681,928.4,87109.09,2.3346145,102.291386833333
"349","Melaka","All","property","break_in","2020-01-01",487,998.4,82072.851,2.3346145,102.291386833333
"350","Melaka","All","property","break_in","2021-01-01",315,1004.5,83690.587,2.3346145,102.291386833333
"351","Melaka","All","property","break_in","2022-01-01",375,1008.6,91215.523,2.3346145,102.291386833333
"352","Melaka","All","property","break_in","2023-01-01",428,1028.3,93889.907,2.3346145,102.291386833333
"353","Melaka","All","property","theft_other","2016-01-01",525,901.1,75472.484,2.3346145,102.291386833333
"354","Melaka","All","property","theft_other","2017-01-01",448,913.1,81951.298,2.3346145,102.291386833333
"355","Melaka","All","property","theft_other","2018-01-01",434,922.4,84756.246,2.3346145,102.291386833333
"356","Melaka","All","property","theft_other","2019-01-01",593,928.4,87109.09,2.3346145,102.291386833333
"357","Melaka","All","property","theft_other","2020-01-01",476,998.4,82072.851,2.3346145,102.291386833333
"358","Melaka","All","property","theft_other","2021-01-01",376,1004.5,83690.587,2.3346145,102.291386833333
"359","Melaka","All","property","theft_other","2022-01-01",404,1008.6,91215.523,2.3346145,102.291386833333
"360","Melaka","All","property","theft_other","2023-01-01",429,1028.3,93889.907,2.3346145,102.291386833333
"361","Melaka","All","property","theft_vehicle_lorry","2016-01-01",25,901.1,75472.484,2.3346145,102.291386833333
"362","Melaka","All","property","theft_vehicle_lorry","2017-01-01",27,913.1,81951.298,2.3346145,102.291386833333
"363","Melaka","All","property","theft_vehicle_lorry","2018-01-01",20,922.4,84756.246,2.3346145,102.291386833333
"364","Melaka","All","property","theft_vehicle_lorry","2019-01-01",18,928.4,87109.09,2.3346145,102.291386833333
"365","Melaka","All","property","theft_vehicle_lorry","2020-01-01",13,998.4,82072.851,2.3346145,102.291386833333
"366","Melaka","All","property","theft_vehicle_lorry","2021-01-01",3,1004.5,83690.587,2.3346145,102.291386833333
"367","Melaka","All","property","theft_vehicle_lorry","2022-01-01",8,1008.6,91215.523,2.3346145,102.291386833333
"368","Melaka","All","property","theft_vehicle_lorry","2023-01-01",7,1028.3,93889.907,2.3346145,102.291386833333
"369","Melaka","All","property","theft_vehicle_motorcar","2016-01-01",170,901.1,75472.484,2.3346145,102.291386833333
"370","Melaka","All","property","theft_vehicle_motorcar","2017-01-01",112,913.1,81951.298,2.3346145,102.291386833333
"371","Melaka","All","property","theft_vehicle_motorcar","2018-01-01",104,922.4,84756.246,2.3346145,102.291386833333
"372","Melaka","All","property","theft_vehicle_motorcar","2019-01-01",91,928.4,87109.09,2.3346145,102.291386833333
"373","Melaka","All","property","theft_vehicle_motorcar","2020-01-01",59,998.4,82072.851,2.3346145,102.291386833333
"374","Melaka","All","property","theft_vehicle_motorcar","2021-01-01",29,1004.5,83690.587,2.3346145,102.291386833333
"375","Melaka","All","property","theft_vehicle_motorcar","2022-01-01",26,1008.6,91215.523,2.3346145,102.291386833333
"376","Melaka","All","property","theft_vehicle_motorcar","2023-01-01",53,1028.3,93889.907,2.3346145,102.291386833333
"377","Melaka","All","property","theft_vehicle_motorcycle","2016-01-01",1246,901.1,75472.484,2.3346145,102.291386833333
"378","Melaka","All","property","theft_vehicle_motorcycle","2017-01-01",1101,913.1,81951.298,2.3346145,102.291386833333
"379","Melaka","All","property","theft_vehicle_motorcycle","2018-01-01",1030,922.4,84756.246,2.3346145,102.291386833333
"380","Melaka","All","property","theft_vehicle_motorcycle","2019-01-01",718,928.4,87109.09,2.3346145,102.291386833333
"381","Melaka","All","property","theft_vehicle_motorcycle","2020-01-01",393,998.4,82072.851,2.3346145,102.291386833333
"382","Melaka","All","property","theft_vehicle_motorcycle","2021-01-01",276,1004.5,83690.587,2.3346145,102.291386833333
"383","Melaka","All","property","theft_vehicle_motorcycle","2022-01-01",220,1008.6,91215.523,2.3346145,102.291386833333
"384","Melaka","All","property","theft_vehicle_motorcycle","2023-01-01",230,1028.3,93889.907,2.3346145,102.291386833333
"385","Negeri Sembilan","All","assault","causing_injury","2016-01-01",259,1099.3,83593.545,2.72056238043478,102.064678652174
"386","Negeri Sembilan","All","assault","causing_injury","2017-01-01",241,1114,87685.039,2.72056238043478,102.064678652174
"387","Negeri Sembilan","All","assault","causing_injury","2018-01-01",249,1122.9,91406.698,2.72056238043478,102.064678652174
"388","Negeri Sembilan","All","assault","causing_injury","2019-01-01",258,1126.2,96073.386,2.72056238043478,102.064678652174
"389","Negeri Sembilan","All","assault","causing_injury","2020-01-01",213,1200,92633.522,2.72056238043478,102.064678652174
"390","Negeri Sembilan","All","assault","causing_injury","2021-01-01",221,1204.2,95549.791,2.72056238043478,102.064678652174
"391","Negeri Sembilan","All","assault","causing_injury","2022-01-01",153,1207.9,101870.216,2.72056238043478,102.064678652174
"392","Negeri Sembilan","All","assault","causing_injury","2023-01-01",152,1224.9,103661.504,2.72056238043478,102.064678652174
"393","Negeri Sembilan","All","assault","murder","2016-01-01",17,1099.3,83593.545,2.72056238043478,102.064678652174
"394","Negeri Sembilan","All","assault","murder","2017-01-01",14,1114,87685.039,2.72056238043478,102.064678652174
"395","Negeri Sembilan","All","assault","murder","2018-01-01",9,1122.9,91406.698,2.72056238043478,102.064678652174
"396","Negeri Sembilan","All","assault","murder","2019-01-01",10,1126.2,96073.386,2.72056238043478,102.064678652174
"397","Negeri Sembilan","All","assault","murder","2020-01-01",8,1200,92633.522,2.72056238043478,102.064678652174
"398","Negeri Sembilan","All","assault","murder","2021-01-01",11,1204.2,95549.791,2.72056238043478,102.064678652174
"399","Negeri Sembilan","All","assault","murder","2022-01-01",9,1207.9,101870.216,2.72056238043478,102.064678652174
"400","Negeri Sembilan","All","assault","murder","2023-01-01",8,1224.9,103661.504,2.72056238043478,102.064678652174
"401","Negeri Sembilan","All","assault","rape","2016-01-01",107,1099.3,83593.545,2.72056238043478,102.064678652174
"402","Negeri Sembilan","All","assault","rape","2017-01-01",91,1114,87685.039,2.72056238043478,102.064678652174
"403","Negeri Sembilan","All","assault","rape","2018-01-01",97,1122.9,91406.698,2.72056238043478,102.064678652174
"404","Negeri Sembilan","All","assault","rape","2019-01-01",56,1126.2,96073.386,2.72056238043478,102.064678652174
"405","Negeri Sembilan","All","assault","rape","2020-01-01",75,1200,92633.522,2.72056238043478,102.064678652174
"406","Negeri Sembilan","All","assault","rape","2021-01-01",54,1204.2,95549.791,2.72056238043478,102.064678652174
"407","Negeri Sembilan","All","assault","rape","2022-01-01",65,1207.9,101870.216,2.72056238043478,102.064678652174
"408","Negeri Sembilan","All","assault","rape","2023-01-01",63,1224.9,103661.504,2.72056238043478,102.064678652174
"409","Negeri Sembilan","All","assault","robbery_gang_armed","2016-01-01",2,1099.3,83593.545,2.72056238043478,102.064678652174
"410","Negeri Sembilan","All","assault","robbery_gang_armed","2017-01-01",2,1114,87685.039,2.72056238043478,102.064678652174
"411","Negeri Sembilan","All","assault","robbery_gang_armed","2018-01-01",0,1122.9,91406.698,2.72056238043478,102.064678652174
"412","Negeri Sembilan","All","assault","robbery_gang_armed","2019-01-01",0,1126.2,96073.386,2.72056238043478,102.064678652174
"413","Negeri Sembilan","All","assault","robbery_gang_armed","2020-01-01",0,1200,92633.522,2.72056238043478,102.064678652174
"414","Negeri Sembilan","All","assault","robbery_gang_armed","2021-01-01",0,1204.2,95549.791,2.72056238043478,102.064678652174
"415","Negeri Sembilan","All","assault","robbery_gang_armed","2022-01-01",0,1207.9,101870.216,2.72056238043478,102.064678652174
"416","Negeri Sembilan","All","assault","robbery_gang_armed","2023-01-01",0,1224.9,103661.504,2.72056238043478,102.064678652174
"417","Negeri Sembilan","All","assault","robbery_gang_unarmed","2016-01-01",474,1099.3,83593.545,2.72056238043478,102.064678652174
"418","Negeri Sembilan","All","assault","robbery_gang_unarmed","2017-01-01",392,1114,87685.039,2.72056238043478,102.064678652174
"419","Negeri Sembilan","All","assault","robbery_gang_unarmed","2018-01-01",288,1122.9,91406.698,2.72056238043478,102.064678652174
"420","Negeri Sembilan","All","assault","robbery_gang_unarmed","2019-01-01",282,1126.2,96073.386,2.72056238043478,102.064678652174
"421","Negeri Sembilan","All","assault","robbery_gang_unarmed","2020-01-01",90,1200,92633.522,2.72056238043478,102.064678652174
"422","Negeri Sembilan","All","assault","robbery_gang_unarmed","2021-01-01",71,1204.2,95549.791,2.72056238043478,102.064678652174
"423","Negeri Sembilan","All","assault","robbery_gang_unarmed","2022-01-01",69,1207.9,101870.216,2.72056238043478,102.064678652174
"424","Negeri Sembilan","All","assault","robbery_gang_unarmed","2023-01-01",130,1224.9,103661.504,2.72056238043478,102.064678652174
"425","Negeri Sembilan","All","assault","robbery_solo_armed","2016-01-01",2,1099.3,83593.545,2.72056238043478,102.064678652174
"426","Negeri Sembilan","All","assault","robbery_solo_armed","2017-01-01",0,1114,87685.039,2.72056238043478,102.064678652174
"427","Negeri Sembilan","All","assault","robbery_solo_armed","2018-01-01",1,1122.9,91406.698,2.72056238043478,102.064678652174
"428","Negeri Sembilan","All","assault","robbery_solo_armed","2019-01-01",0,1126.2,96073.386,2.72056238043478,102.064678652174
"429","Negeri Sembilan","All","assault","robbery_solo_armed","2020-01-01",0,1200,92633.522,2.72056238043478,102.064678652174
"430","Negeri Sembilan","All","assault","robbery_solo_armed","2021-01-01",0,1204.2,95549.791,2.72056238043478,102.064678652174
"431","Negeri Sembilan","All","assault","robbery_solo_armed","2022-01-01",1,1207.9,101870.216,2.72056238043478,102.064678652174
"432","Negeri Sembilan","All","assault","robbery_solo_armed","2023-01-01",1,1224.9,103661.504,2.72056238043478,102.064678652174
"433","Negeri Sembilan","All","assault","robbery_solo_unarmed","2016-01-01",223,1099.3,83593.545,2.72056238043478,102.064678652174
"434","Negeri Sembilan","All","assault","robbery_solo_unarmed","2017-01-01",144,1114,87685.039,2.72056238043478,102.064678652174
"435","Negeri Sembilan","All","assault","robbery_solo_unarmed","2018-01-01",187,1122.9,91406.698,2.72056238043478,102.064678652174
"436","Negeri Sembilan","All","assault","robbery_solo_unarmed","2019-01-01",172,1126.2,96073.386,2.72056238043478,102.064678652174
"437","Negeri Sembilan","All","assault","robbery_solo_unarmed","2020-01-01",139,1200,92633.522,2.72056238043478,102.064678652174
"438","Negeri Sembilan","All","assault","robbery_solo_unarmed","2021-01-01",77,1204.2,95549.791,2.72056238043478,102.064678652174
"439","Negeri Sembilan","All","assault","robbery_solo_unarmed","2022-01-01",83,1207.9,101870.216,2.72056238043478,102.064678652174
"440","Negeri Sembilan","All","assault","robbery_solo_unarmed","2023-01-01",63,1224.9,103661.504,2.72056238043478,102.064678652174
"441","Negeri Sembilan","All","property","break_in","2016-01-01",1023,1099.3,83593.545,2.72056238043478,102.064678652174
"442","Negeri Sembilan","All","property","break_in","2017-01-01",895,1114,87685.039,2.72056238043478,102.064678652174
"443","Negeri Sembilan","All","property","break_in","2018-01-01",873,1122.9,91406.698,2.72056238043478,102.064678652174
"444","Negeri Sembilan","All","property","break_in","2019-01-01",765,1126.2,96073.386,2.72056238043478,102.064678652174
"445","Negeri Sembilan","All","property","break_in","2020-01-01",660,1200,92633.522,2.72056238043478,102.064678652174
"446","Negeri Sembilan","All","property","break_in","2021-01-01",380,1204.2,95549.791,2.72056238043478,102.064678652174
"447","Negeri Sembilan","All","property","break_in","2022-01-01",382,1207.9,101870.216,2.72056238043478,102.064678652174
"448","Negeri Sembilan","All","property","break_in","2023-01-01",398,1224.9,103661.504,2.72056238043478,102.064678652174
"449","Negeri Sembilan","All","property","theft_other","2016-01-01",1021,1099.3,83593.545,2.72056238043478,102.064678652174
"450","Negeri Sembilan","All","property","theft_other","2017-01-01",1121,1114,87685.039,2.72056238043478,102.064678652174
"451","Negeri Sembilan","All","property","theft_other","2018-01-01",1047,1122.9,91406.698,2.72056238043478,102.064678652174
"452","Negeri Sembilan","All","property","theft_other","2019-01-01",944,1126.2,96073.386,2.72056238043478,102.064678652174
"453","Negeri Sembilan","All","property","theft_other","2020-01-01",697,1200,92633.522,2.72056238043478,102.064678652174
"454","Negeri Sembilan","All","property","theft_other","2021-01-01",627,1204.2,95549.791,2.72056238043478,102.064678652174
"455","Negeri Sembilan","All","property","theft_other","2022-01-01",594,1207.9,101870.216,2.72056238043478,102.064678652174
"456","Negeri Sembilan","All","property","theft_other","2023-01-01",643,1224.9,103661.504,2.72056238043478,102.064678652174
"457","Negeri Sembilan","All","property","theft_vehicle_lorry","2016-01-01",116,1099.3,83593.545,2.72056238043478,102.064678652174
"458","Negeri Sembilan","All","property","theft_vehicle_lorry","2017-01-01",64,1114,87685.039,2.72056238043478,102.064678652174
"459","Negeri Sembilan","All","property","theft_vehicle_lorry","2018-01-01",60,1122.9,91406.698,2.72056238043478,102.064678652174
"460","Negeri Sembilan","All","property","theft_vehicle_lorry","2019-01-01",48,1126.2,96073.386,2.72056238043478,102.064678652174
"461","Negeri Sembilan","All","property","theft_vehicle_lorry","2020-01-01",22,1200,92633.522,2.72056238043478,102.064678652174
"462","Negeri Sembilan","All","property","theft_vehicle_lorry","2021-01-01",25,1204.2,95549.791,2.72056238043478,102.064678652174
"463","Negeri Sembilan","All","property","theft_vehicle_lorry","2022-01-01",10,1207.9,101870.216,2.72056238043478,102.064678652174
"464","Negeri Sembilan","All","property","theft_vehicle_lorry","2023-01-01",27,1224.9,103661.504,2.72056238043478,102.064678652174
"465","Negeri Sembilan","All","property","theft_vehicle_motorcar","2016-01-01",177,1099.3,83593.545,2.72056238043478,102.064678652174
"466","Negeri Sembilan","All","property","theft_vehicle_motorcar","2017-01-01",170,1114,87685.039,2.72056238043478,102.064678652174
"467","Negeri Sembilan","All","property","theft_vehicle_motorcar","2018-01-01",151,1122.9,91406.698,2.72056238043478,102.064678652174
"468","Negeri Sembilan","All","property","theft_vehicle_motorcar","2019-01-01",166,1126.2,96073.386,2.72056238043478,102.064678652174
"469","Negeri Sembilan","All","property","theft_vehicle_motorcar","2020-01-01",90,1200,92633.522,2.72056238043478,102.064678652174
"470","Negeri Sembilan","All","property","theft_vehicle_motorcar","2021-01-01",62,1204.2,95549.791,2.72056238043478,102.064678652174
"471","Negeri Sembilan","All","property","theft_vehicle_motorcar","2022-01-01",81,1207.9,101870.216,2.72056238043478,102.064678652174
"472","Negeri Sembilan","All","property","theft_vehicle_motorcar","2023-01-01",79,1224.9,103661.504,2.72056238043478,102.064678652174
"473","Negeri Sembilan","All","property","theft_vehicle_motorcycle","2016-01-01",1053,1099.3,83593.545,2.72056238043478,102.064678652174
"474","Negeri Sembilan","All","property","theft_vehicle_motorcycle","2017-01-01",839,1114,87685.039,2.72056238043478,102.064678652174
"475","Negeri Sembilan","All","property","theft_vehicle_motorcycle","2018-01-01",711,1122.9,91406.698,2.72056238043478,102.064678652174
"476","Negeri Sembilan","All","property","theft_vehicle_motorcycle","2019-01-01",626,1126.2,96073.386,2.72056238043478,102.064678652174
"477","Negeri Sembilan","All","property","theft_vehicle_motorcycle","2020-01-01",437,1200,92633.522,2.72056238043478,102.064678652174
"478","Negeri Sembilan","All","property","theft_vehicle_motorcycle","2021-01-01",307,1204.2,95549.791,2.72056238043478,102.064678652174
"479","Negeri Sembilan","All","property","theft_vehicle_motorcycle","2022-01-01",337,1207.9,101870.216,2.72056238043478,102.064678652174
"480","Negeri Sembilan","All","property","theft_vehicle_motorcycle","2023-01-01",331,1224.9,103661.504,2.72056238043478,102.064678652174
"481","Pahang","All","assault","causing_injury","2016-01-01",209,1626.7,101780.815,3.60958130625,102.53426080625
"482","Pahang","All","assault","causing_injury","2017-01-01",188,1647,109286.943,3.60958130625,102.53426080625
"483","Pahang","All","assault","causing_injury","2018-01-01",199,1664.7,112551.039,3.60958130625,102.53426080625
"484","Pahang","All","assault","causing_injury","2019-01-01",226,1671.4,116821.39,3.60958130625,102.53426080625
"485","Pahang","All","assault","causing_injury","2020-01-01",155,1591.3,109743.321,3.60958130625,102.53426080625
"486","Pahang","All","assault","causing_injury","2021-01-01",204,1601.5,110854.767,3.60958130625,102.53426080625
"487","Pahang","All","assault","causing_injury","2022-01-01",192,1614.3,123545.814,3.60958130625,102.53426080625
"488","Pahang","All","assault","causing_injury","2023-01-01",168,1643.2,129919.665,3.60958130625,102.53426080625
"489","Pahang","All","assault","murder","2016-01-01",15,1626.7,101780.815,3.60958130625,102.53426080625
"490","Pahang","All","assault","murder","2017-01-01",16,1647,109286.943,3.60958130625,102.53426080625
"491","Pahang","All","assault","murder","2018-01-01",8,1664.7,112551.039,3.60958130625,102.53426080625
"492","Pahang","All","assault","murder","2019-01-01",16,1671.4,116821.39,3.60958130625,102.53426080625
"493","Pahang","All","assault","murder","2020-01-01",8,1591.3,109743.321,3.60958130625,102.53426080625
"494","Pahang","All","assault","murder","2021-01-01",11,1601.5,110854.767,3.60958130625,102.53426080625
"495","Pahang","All","assault","murder","2022-01-01",11,1614.3,123545.814,3.60958130625,102.53426080625
"496","Pahang","All","assault","murder","2023-01-01",5,1643.2,129919.665,3.60958130625,102.53426080625
"497","Pahang","All","assault","rape","2016-01-01",134,1626.7,101780.815,3.60958130625,102.53426080625
"498","Pahang","All","assault","rape","2017-01-01",163,1647,109286.943,3.60958130625,102.53426080625
"499","Pahang","All","assault","rape","2018-01-01",109,1664.7,112551.039,3.60958130625,102.53426080625
"500","Pahang","All","assault","rape","2019-01-01",114,1671.4,116821.39,3.60958130625,102.53426080625
"501","Pahang","All","assault","rape","2020-01-01",98,1591.3,109743.321,3.60958130625,102.53426080625
